c_id,semester,course_year,s_id,grade,ex_grade,moedAgrade,moedBgrade
51050,1,2009,3889966,92.25,88,93,-1
26838,2,2000,9395357,90.75,87,92,-1
48271,1,2014,3204663,94.0,88,94,-1
63122,1,2002,4196975,73.5,84,69,-1
72273,2,2019,8326015,94.55,86,95,-1
85305,2,2018,7237483,81.5,77,50,82
25826,1,2017,1185925,93.05,75,94,-1
30429,1,2016,4177835,73.6,80,45,72
98373,2,2017,5667574,73.5,61,86,-1
19565,1,2020,4277147,62.0,92,42,-1
88430,1,2000,8621401,68.0,60,76,-1
45463,2,2018,9864732,95.5,82,100,-1
42780,1,2017,1229305,89.0,78,100,-1
82173,2,2005,2666225,81.0,81,81,-1
47465,2,2013,6821932,78.75,66,83,-1
51955,2,2017,9215700,81.4,100,69,-1
28886,1,2006,3328940,54.95,61,56,50
42780,1,2018,6886206,73.1,75,73,-1
89786,1,2010,4568404,60.800000000000004,95,51,57
35962,1,2014,6854830,100.0,100,100,-1
55150,1,2006,9013198,68.45,88,65,-1
78834,2,2002,6988009,74.25,98,63,73
59395,1,2012,5648480,89.49999999999999,72,97,-1
82173,2,2010,6604179,87.45,73,44,90
58606,1,2009,5796437,77.0,69,41,85
34701,2,2012,1857195,95.05000000000001,100,91,-1
67291,1,2006,2363489,92.5,76,98,-1
62360,1,2009,3016735,92.1,70,56,96
72273,2,2019,8203254,55.55,85,46,54
92048,1,2004,4691903,80.5,65,96,-1
45463,2,2018,6750414,80.25,90,53,77
62574,1,2004,7792566,83.19999999999999,64,44,96
43751,1,2003,8683653,79.6,91,72,-1
58606,2,2008,3526027,67.75,82,41,67
89372,1,2020,5716175,84.0,75,90,-1
60330,2,2007,6602325,71.74999999999999,67,72,-1
95578,2,2011,7523605,67.75,91,60,-1
65723,1,2013,7366699,91.6,85,96,-1
50892,1,2008,5421792,74.4,60,48,78
80245,1,2015,2250242,94.6,98,94,-1
70027,1,2018,8741489,75.5,83,68,-1
51955,2,2017,6456638,68.6,68,69,-1
72556,2,2003,3293835,92.2,94,91,-1
74023,2,2000,9013198,71.75,75,70,-1
36370,1,2016,2397551,76.0,97,62,-1
42011,1,2014,9010135,63.900000000000006,65,63,-1
63136,1,2014,5697197,57.099999999999994,78,64,56
10892,2,2004,2436394,90.15,93,53,90
20002,2,2003,1383803,64.0,66,43,62
37713,2,2018,3796454,69.95,64,40,71
65674,1,2002,3557627,87.0,81,43,89
85305,2,2018,8389090,93.2,77,95,-1
96339,1,2014,9189909,84.19999999999999,80,43,86
22316,2,2012,7982453,90.5,84,97,-1
88431,1,2006,4400774,71.25,84,67,-1
96268,2,2016,2950265,81.1,73,82,-1
22316,2,2012,6328957,77.0,71,83,-1
20002,2,2003,9112872,82.0,86,78,-1
65998,1,2006,4927956,69.35,82,59,-1
21415,1,2010,4040374,71.75,86,67,-1
22316,2,2012,3998824,76.0,63,89,-1
25826,2,2006,9596102,85.60000000000001,64,88,-1
22316,1,2001,6348985,70.0,83,63,-1
30797,2,2000,3774432,66.0,69,65,-1
34701,1,2013,2415833,95.35000000000001,86,60,97
63891,1,2015,3480308,64.0,75,55,-1
42713,2,2000,8938657,97.0,90,97,-1
97631,2,2000,1884878,63.75,75,58,60
72316,2,2015,6316307,74.6,95,61,-1
43751,1,2003,2235832,84.39999999999999,67,45,96
66081,1,2006,8191814,87.0,61,43,87
68669,1,2020,1267907,87.0,75,54,90
35978,1,2003,3704145,96.7,78,54,100
94050,1,2015,3047244,66.55,96,46,65
81927,2,2006,6964762,61.349999999999994,86,57,-1
86959,1,2004,5320354,73.1,90,43,64
46361,1,2015,7237483,92.25,87,94,-1
50593,1,2008,9247190,73.75,95,70,-1
84084,1,2017,6092570,82.6,64,64,95
92919,2,2004,4336480,96.04999999999998,97,96,-1
55129,1,2005,9233438,88.15,94,85,-1
76309,2,2014,3557627,91.55,89,92,-1
35497,2,2002,4039647,79.2,76,80,-1
78834,2,2002,7053230,72.94999999999999,91,72,-1
21415,1,2010,4131852,82.0,88,80,-1
45939,1,2010,7504633,76.10000000000001,78,44,76
93831,2,2012,6324172,63.75,97,62,-1
96268,2,2016,8780413,69.7,94,56,67
56562,1,2014,2189063,65.45,70,52,63
13378,2,2018,8888748,67.8,100,46,54
42780,1,2018,9687991,84.25,89,43,84
12899,2,2010,4336480,86.0,66,64,91
84597,1,2012,1159949,59.5,61,43,59
92016,1,2018,3820328,65.25,68,63,-1
63073,1,2012,7446996,71.89999999999999,94,68,-1
42780,1,2017,2235832,64.0,79,49,-1
20002,2,2010,8888748,62.3,70,59,-1
92919,2,2004,5127552,71.55,82,71,-1
39194,2,2019,5819381,53.60000000000001,64,53,51
85553,1,2002,5968981,86.10000000000001,74,96,-1
96268,1,2015,4349551,85.5,84,87,-1
20002,2,2010,4497001,67.89999999999999,91,58,-1
37713,2,2018,7143624,65.55,97,60,-1
65998,2,2000,9345090,74.6,69,77,-1
58088,2,2010,1867842,76.5,72,78,-1
96765,2,2007,4912665,88.9,88,53,89
81573,2,2018,8149388,87.0,76,96,-1
78834,2,2019,6076362,86.35000000000001,99,76,-1
20107,2,2017,1376261,86.4,82,90,-1
15282,1,2003,6324172,79.55,94,77,-1
58606,2,2008,5012601,58.15,99,52,56
80229,2,2001,3792133,86.00000000000001,62,92,-1
35962,1,2014,8407143,61.7,65,60,59
86070,2,2007,1192863,77.75,82,77,-1
71634,1,2018,6548677,91.0,99,91,-1
16321,2,2017,5374064,87.9,100,78,-1
16321,2,2017,8771472,67.5,73,40,63
58088,2,2020,6178578,60.0,76,43,60
49990,1,2000,8309321,92.80000000000001,82,50,94
81438,1,2016,4745587,69.80000000000001,65,71,-1
14390,2,2019,3202595,91.25,96,91,-1
61022,2,2004,2207719,55.95,74,59,55
84753,1,2020,9112083,65.69999999999999,93,54,-1
20002,1,2014,8065879,81.15,74,87,-1
40667,2,2005,5985553,88.89999999999999,77,44,91
25853,1,2016,8065879,93.0,90,94,-1
70027,1,2018,1024391,67.0,60,74,-1
92016,1,2018,7398364,85.75,72,97,-1
65715,1,2016,4643170,92.0,89,92,-1
74059,2,2014,9596102,88.60000000000001,94,88,-1
16321,2,2017,3557627,63.5,91,41,-1
33073,1,2000,8186671,68.8,76,64,-1
86070,2,2007,3411024,93.6,63,46,99
42780,1,2015,4400774,69.45,92,51,-1
95578,2,2011,3692260,69.75,75,68,-1
93947,1,2004,7335969,84.0,88,83,-1
29313,1,2017,9450461,67.8,100,54,-1
88812,1,2013,3032991,71.6,89,60,-1
48271,1,2014,4336480,74.0,91,58,74
65998,1,2006,4840226,81.2,68,45,92
68318,2,2011,5819381,79.6,91,40,79
88496,1,2007,7053230,85.75,73,90,-1
19565,2,2004,8316948,83.25,63,90,-1
59395,1,2012,8149388,62.099999999999994,95,48,-1
92048,1,2004,4569202,80.5,83,78,-1
14231,1,2005,6000754,78.0,76,80,-1
55150,1,2010,4059919,76.0,98,58,-1
67291,1,2010,7845646,74.6,92,63,-1
25603,1,2001,6324172,75.3,97,50,66
85553,1,2006,1511460,84.5,98,71,-1
84597,1,2012,6289916,72.75,87,68,-1
54012,1,2000,2667748,68.0,68,68,-1
95936,2,2018,2346915,77.69999999999999,98,41,69
28155,1,2016,5868906,81.95,77,43,86
35497,2,2018,1124687,76.3,84,73,-1
63073,1,2012,9943770,73.35,64,75,-1
80764,1,2009,8329501,57.4,71,54,55
63891,1,2015,9653100,83.45000000000002,84,83,-1
90432,2,2005,9913855,85.60000000000001,80,87,-1
81865,2,2005,9594263,84.65,84,85,-1
95936,2,2016,9620310,91.6,79,46,100
89372,2,2019,1295466,82.80000000000001,93,76,-1
81445,1,2013,9580953,79.6,74,41,82
30041,2,2001,1689343,91.9,73,56,94
71634,1,2018,9769587,66.0,64,66,-1
63073,1,2012,3595311,78.2,68,41,80
65621,2,2011,8865503,63.2,95,42,-1
65674,1,2002,6418055,89.75,68,97,-1
82598,1,2012,1915683,59.0,72,57,59
72316,2,2015,2667748,62.0,74,54,-1
15282,2,2016,6223434,65.75,63,44,68
44058,1,2006,4446626,85.60000000000001,80,87,-1
13378,2,2003,9260588,83.30000000000001,77,57,84
40667,2,2011,3868841,62.85,70,57,-1
84136,1,2019,6711118,79.5,90,75,-1
79495,1,2015,5478300,83.39999999999999,80,84,-1
88430,1,2019,5127552,82.05,97,74,-1
42011,1,2014,9839240,93.5,99,89,-1
65998,1,2006,1860984,72.5,100,50,-1
76167,1,2006,7395295,60.4,62,63,60
46361,1,2015,8724364,74.0,65,77,-1
25826,1,2017,3438768,89.5,80,43,90
86184,1,2006,9535501,68.0,88,48,-1
78834,2,2019,5669700,71.9,84,62,-1
50016,2,2014,6687933,60.8,68,60,-1
80742,1,2008,6417666,71.8,79,70,-1
65715,1,2006,9495706,74.8,73,75,-1
51955,2,2017,2363911,90.8,80,45,98
83995,1,2001,5552667,57.699999999999996,90,45,52
71661,1,2014,2694607,83.3,95,49,82
76309,1,2014,1796160,61.9,60,43,62
38064,2,2000,4515927,80.99999999999999,62,48,82
39024,2,2019,5720278,69.89999999999999,86,46,63
38064,2,2000,8344758,91.64999999999999,66,93,-1
83034,1,2017,9508433,89.0,80,92,-1
20107,1,2010,5686440,98.15,63,100,-1
11017,2,2020,4906674,75.9,81,75,-1
65715,1,2006,3539161,95.0,86,51,96
63136,1,2014,6682420,94.69999999999999,70,96,-1
37713,2,2018,3389922,92.15,93,46,92
56562,1,2014,5105691,92.45,84,97,-1
56193,2,2020,5522823,85.79999999999998,62,96,-1
50195,2,2004,3189607,79.25,76,81,-1
90944,1,2009,9963912,86.0,94,43,86
37060,2,2019,7344424,81.25,86,52,81
72316,1,2013,5235058,78.69999999999999,93,71,-1
56867,2,2017,1109661,77.25,72,79,-1
51955,2,2017,6860822,61.8,90,43,-1
79495,1,2015,2954086,92.5,67,97,-1
67380,1,2001,5919551,65.2,85,47,52
14246,2,2012,2666225,70.5,100,41,-1
83034,1,2017,3132371,92.0,68,100,-1
66390,2,2009,2901484,86.3,71,46,89
35497,1,2016,3014953,94.74999999999999,99,47,94
50491,2,2002,6144572,81.30000000000001,84,61,81
95936,1,2007,1336012,69.0,96,60,-1
15282,1,2003,2138590,78.89999999999999,84,78,-1
43751,1,2003,9601012,83.0,80,85,-1
82459,1,2014,4635244,82.0,77,87,-1
58088,2,2010,4645172,92.25,87,46,94
74023,1,2010,8589506,60.25,67,58,-1
22316,2,2012,2698483,69.0,89,49,-1
83034,1,2017,6586480,67.75,82,63,-1
50614,1,2014,4977298,61.5,78,48,-1
56562,1,2014,2235832,88.6,86,90,-1
27266,2,2014,3032991,88.1,65,98,-1
98403,1,2010,8154354,51.3,63,53,50
55129,1,2005,8401152,79.25,76,41,81
89786,1,2010,2955844,70.8,78,70,-1
92919,2,2004,2698483,83.89999999999999,82,84,-1
61143,2,2005,6456638,74.39999999999999,87,69,-1
82173,2,2005,2597420,66.75,75,60,-1
82173,2,2010,9563883,82.05,71,84,-1
94121,1,2007,1831348,83.24999999999999,79,84,-1
82173,2,2005,8060246,91.4,98,86,-1
95578,2,2011,3069364,69.0,75,67,-1
62977,2,2008,6530205,74.75,94,59,-1
74802,1,2010,4497001,74.5,73,75,-1
30429,1,2004,1796160,77.85000000000001,96,63,-1
27266,2,2014,8226371,69.39999999999999,89,46,61
94050,2,2009,8149388,69.6,85,57,-1
52861,1,2018,3905103,79.4,69,85,-1
84269,1,2015,2253393,94.8,99,93,-1
90331,2,2001,2415833,63.2,62,64,64
52012,2,2007,3125207,85.9,98,76,-1
80446,1,2001,9976423,69.0,89,49,-1
50593,1,2008,1145591,87.7,86,88,-1
66390,1,2019,4053343,82.6,84,82,-1
89372,2,2019,4691903,77.4,93,67,-1
51955,2,2017,4598824,63.2,92,44,-1
19565,1,2020,3868841,80.4,66,90,-1
80245,1,2015,4759896,95.15,96,95,-1
20107,1,2001,9470593,78.60000000000001,89,76,-1
92016,1,2018,2116385,83.5,100,70,-1
14390,2,2019,7351718,77.44999999999999,67,42,78
19395,2,2012,4226619,89.0,60,89,-1
92048,1,2003,9864732,97.0,80,100,-1
11665,1,2016,2597420,68.60000000000001,62,74,-1
89786,1,2010,1333871,85.7,92,85,-1
39024,2,2019,6144572,97.69999999999999,97,98,-1
68669,1,2014,2346030,85.15,88,85,-1
94296,2,2012,2749415,82.60000000000001,70,55,84
18282,2,2018,4226619,90.05,91,90,-1
18548,1,2003,9449516,83.89999999999999,82,84,-1
15282,2,2000,9612777,89.0,83,89,-1
80764,1,2009,7838515,78.1,90,76,-1
97027,1,2018,4016533,79.8,90,78,-1
79007,2,2017,8566038,84.39999999999999,61,63,87
55129,2,2006,1024366,100.0,82,44,100
84136,1,2019,8871851,91.69999999999999,91,47,92
65998,2,2000,5543684,79.7,79,80,-1
60330,2,2007,7451727,89.60000000000001,63,91,-1
51050,2,2011,1987819,63.2,60,64,-1
86184,1,2006,6828215,91.5,97,86,-1
60330,2,2007,7504633,81.49999999999999,72,82,-1
55150,1,2006,5376071,61.15,79,53,58
37060,2,2019,8309321,90.3,96,90,-1
99929,1,2001,8458611,66.4,82,45,56
74023,1,2002,9963912,53.0,78,42,53
80764,1,2009,2363489,78.25,91,76,-1
15282,1,2006,6144572,78.80000000000001,62,83,-1
65674,1,2002,2599610,69.0,72,68,-1
51050,2,2011,6203236,77.6,88,75,-1
79651,1,2009,5397555,63.449999999999996,91,52,62
38064,2,2000,4625664,86.69999999999999,81,87,-1
82173,2,2005,8309321,81.20000000000002,79,83,-1
52012,2,2007,5437711,72.55,61,65,82
78834,2,2002,9233438,97.14999999999999,100,40,97
69914,1,2018,4346708,70.85000000000001,68,61,71
50892,1,2008,9299120,94.80000000000001,90,96,-1
89786,1,2010,5770992,65.7,81,49,64
89372,2,2019,7298090,54.599999999999994,60,46,51
92893,2,2015,8149388,80.2,73,85,-1
72305,2,2006,3016735,65.60000000000001,81,53,-1
46361,1,2014,3328940,71.45,74,71,-1
15282,2,2000,2146662,92.0,73,92,-1
96765,2,2007,8860635,52.6,76,45,50
38064,2,2000,7789141,94.19999999999999,60,96,-1
90331,2,2001,6655278,86.2,79,91,-1
90922,2,2006,8168944,87.69999999999999,66,97,-1
19565,2,2004,7441403,82.5,87,81,-1
58606,1,2009,5543684,80.5,79,82,-1
96268,2,2016,1565018,87.4,85,40,89
90331,2,2001,2806090,87.4,97,81,-1
66081,2,2000,5819381,84.7,77,91,-1
58088,2,2010,2346030,76.0,73,61,77
51050,1,2015,9491203,79.0,70,80,-1
66390,1,2009,4639632,79.0,63,79,-1
45939,1,2010,9028190,62.9,99,45,61
86070,2,2007,9525773,68.45,88,65,-1
78676,1,2006,1145591,52.0,85,63,52
51050,1,2009,5552667,65.5,91,61,-1
20107,2,2017,6854830,88.0,99,79,-1
66206,1,2001,8096911,67.6,91,52,-1
65723,1,2006,3779949,78.2,83,75,-1
51050,1,2015,6066721,68.4,99,65,-1
52861,1,2019,8828702,72.2,89,61,-1
74023,1,2010,7819441,63.25,61,42,64
15282,1,2006,9782918,66.0,86,61,-1
98373,2,2017,1914293,60.0,67,48,53
18282,2,2018,1175571,93.1,95,93,-1
79495,1,2015,6860822,74.5,66,76,-1
52012,2,2007,8765515,81.7,85,79,-1
96744,2,2010,4647563,88.75,85,90,-1
69261,2,2011,8326015,97.45,68,99,-1
53872,1,2004,4837537,88.64999999999999,82,56,89
35962,1,2014,6782934,68.7,94,48,-1
36032,2,2010,1892936,95.30000000000001,94,96,-1
84976,2,2016,7571892,73.0,64,73,-1
67380,1,2001,5969230,72.80000000000001,98,56,-1
90922,2,2006,4906674,87.8,92,86,-1
74410,2,2001,5578043,76.05000000000001,92,63,-1
30429,1,2004,5296310,67.65,66,69,-1
80245,2,2008,1860984,76.0,62,90,-1
96765,1,2009,2346915,77.4,90,76,-1
50016,2,2014,6229972,67.9,85,48,66
65998,2,2000,1159949,77.6,100,68,-1
86184,1,2006,4502509,71.5,83,60,-1
72556,2,2003,3103368,78.8,77,43,80
63891,1,2015,7696027,71.5,77,67,-1
11665,1,2016,5720278,67.05000000000001,83,54,-1
92893,1,2020,6076362,82.10000000000001,81,83,-1
55150,1,2010,2895651,59.85000000000001,67,51,54
68669,1,2014,9472635,98.0,98,98,-1
80229,2,2001,3695149,71.0,99,64,-1
52126,1,2010,8380494,64.85,100,62,63
84738,2,2013,9508433,60.2,80,47,-1
44058,1,2006,3244454,63.0,87,57,-1
90944,1,2009,6316307,92.0,66,45,92
90922,2,2006,6757694,76.19999999999999,65,81,-1
26406,2,2008,6574923,90.64999999999999,100,50,89
82459,1,2014,7427872,58.0,66,52,50
98878,2,2017,7633798,71.2,64,54,73
66081,2,2000,1759329,64.05000000000001,91,42,-1
23242,1,2016,7881453,61.849999999999994,78,59,-1
81927,2,2006,1880927,75.6,80,72,-1
88812,2,2006,5445096,75.4,89,72,-1
46361,1,2014,7362701,91.8,68,96,-1
78834,2,2019,3134884,68.15,72,43,65
89372,1,2020,6860822,59.6,68,51,54
68318,2,2011,7487570,61.49999999999999,71,53,61
50892,1,2008,6602325,82.0,86,81,-1
84738,2,2013,9215700,97.0,97,97,-1
58088,2,2020,7735706,77.0,73,44,77
77650,2,2009,2332830,70.35,96,46,69
58517,2,2005,4035779,81.0,72,81,-1
74059,2,2014,9010135,87.6,74,50,90
62360,2,2003,2116385,75.5,100,51,-1
75814,1,2014,7027817,66.4,94,48,-1
84738,2,2013,1796160,83.0,83,83,-1
74059,2,2002,8395811,65.5,74,57,-1
80245,2,2008,9963912,75.0,74,76,-1
96744,2,2010,9701218,80.75,95,76,-1
74023,1,2002,2986186,95.0,97,95,-1
80307,1,2008,5267294,66.45,94,42,65
37060,1,2003,2619517,82.0,88,78,-1
72316,1,2013,2183317,64.2,98,46,-1
50614,1,2014,3765014,82.5,99,69,-1
62360,1,2009,5686370,67.39999999999999,64,42,68
81927,2,2006,1731592,75.95,93,62,-1
74059,2,2002,8791611,81.5,63,45,100
41712,1,2010,3438768,95.0,86,42,95
67291,1,2005,5029611,89.25,72,95,-1
66390,2,2009,7385615,74.2,81,73,-1
39008,2,2002,4245949,60.6,84,48,-1
12899,2,2010,1782881,93.2,94,93,-1
51955,2,2017,5861691,83.4,78,87,-1
84753,1,2020,5660191,62.49999999999999,73,58,-1
47465,2,2009,4672896,89.15,73,90,-1
94296,2,2012,6014895,95.4,72,98,-1
15282,1,2003,5737481,64.39999999999999,78,62,-1
55129,1,2008,8620836,66.25,70,40,65
40667,2,2005,4370884,76.14999999999999,94,73,-1
83034,2,2006,2698483,69.25,79,45,64
95578,2,2003,2500070,70.6,67,55,71
53872,1,2004,1097486,72.69999999999999,86,72,-1
50491,2,2002,5595448,81.4,85,81,-1
64296,2,2011,9864732,66.0,87,50,66
21591,2,2002,8739288,65.3,68,65,-1
50195,2,2004,2840289,59.45,77,49,50
47244,1,2007,8765515,87.3,63,90,-1
48117,1,2015,7159795,78.55000000000001,100,67,-1
42780,1,2018,2901484,88.05,89,55,88
23242,1,2016,9665692,68.8,62,70,-1
98403,1,2010,3774981,75.3,78,51,75
94121,1,2007,2015507,66.95,61,68,-1
20107,1,2005,4977298,78.0,70,80,-1
20107,1,2001,1123383,83.4,73,86,-1
55150,1,2006,1774962,61.15,79,58,-1
43284,1,2006,4797520,88.85,85,92,-1
82598,1,2012,5397555,67.0,82,64,67
20107,2,2017,2415833,78.85000000000001,86,73,-1
12899,2,2010,3557627,82.4,64,63,87
74059,2,2014,5263565,83.99999999999999,84,45,84
31981,1,2000,1736458,81.6,85,81,-1
46361,2,2006,9028190,65.35000000000001,89,46,-1
33402,2,2019,8952908,93.0,85,93,-1
88430,1,2019,9599105,77.85,72,81,-1
78676,1,2006,8880176,67.0,61,67,-1
75814,1,2014,2146662,76.6,91,67,-1
74410,2,2004,4708238,61.5,81,55,-1
74802,1,2010,6032435,79.5,63,85,-1
42011,1,2014,2320462,83.70000000000002,76,90,-1
66081,1,2006,9882644,58.0,86,48,58
33073,1,2000,1717528,86.0,98,78,-1
97631,2,2000,7522245,78.75,78,79,-1
47465,2,2016,9281899,68.2,66,55,70
96268,2,2016,7696244,74.8,70,50,78
53818,2,2013,3085034,56.0,63,51,56
39024,1,2019,5578043,89.30000000000001,75,97,-1
31595,1,2010,5995522,68.5,71,66,-1
41712,1,2010,6846640,84.0,82,84,-1
55150,1,2006,6886206,82.19999999999999,72,49,84
54012,1,2000,3104873,80.8,71,47,85
36844,2,2015,5320354,83.7,99,82,-1
19565,1,2020,4599398,72.6,90,61,-1
76309,1,2014,5685070,90.89999999999999,70,47,92
18282,2,2005,9969591,95.80000000000001,95,44,96
62574,1,2004,1714646,84.19999999999999,80,87,-1
72316,1,2013,9865996,78.35,66,85,-1
92048,1,2004,5398065,79.5,90,69,-1
13378,2,2018,6335164,81.8,72,44,86
15282,1,2003,5593833,69.75,91,66,-1
92893,1,2020,6838959,69.25,61,76,-1
39024,2,2019,1304031,86.19999999999999,82,88,-1
30041,2,2015,3479058,80.80000000000001,60,92,-1
35978,1,2003,3316882,79.85,62,54,83
54012,1,2000,2792773,65.6,60,68,-1
50614,1,2014,1919142,61.1,82,44,-1
62574,1,2005,7873369,64.95,60,62,69
80245,2,2008,1796160,77.5,81,74,-1
53872,2,2013,2746633,64.5,75,41,60
25853,2,2001,7401631,83.0,88,83,-1
44058,1,2006,9755907,86.4,88,86,-1
28886,1,2006,7335969,82.30000000000001,79,85,-1
97027,1,2018,5197160,73.55,71,74,-1
35497,2,2002,1731592,92.6,63,49,100
50195,2,2004,6933514,88.8,81,93,-1
37087,2,2016,8374046,62.849999999999994,62,63,-1
73554,2,2004,1511460,74.5,76,73,-1
68318,2,2011,4750583,67.64999999999999,99,66,-1
81573,1,2010,2698613,74.65,95,58,-1
79495,1,2015,7744561,92.5,67,97,-1
98373,2,2017,7053230,85.0,70,100,-1
79638,2,2006,4771767,83.0,77,83,-1
67291,1,2006,8065879,71.25,60,75,-1
46361,1,2014,8395811,77.05,66,79,-1
15282,2,2000,2923552,75.0,96,75,-1
72305,2,2006,5737481,79.2,77,81,-1
28155,1,2016,9582967,88.30000000000001,96,82,-1
40439,1,2018,7914098,69.5,92,47,-1
48271,1,2014,4639632,88.0,94,88,-1
79495,1,2009,6664415,70.19999999999999,60,77,-1
74023,1,2010,5796437,84.0,93,81,-1
88812,2,2005,6846640,80.5,74,51,84
56562,2,2003,2911459,71.3,65,72,-1
69261,2,2011,6412537,92.69999999999999,87,43,93
74410,2,2007,3014953,90.39999999999999,87,54,91
95936,2,2016,9138789,81.80000000000001,68,91,-1
19565,2,2004,6854830,94.0,85,49,97
55129,2,2006,7812092,90.0,81,90,-1
93831,2,2012,9013198,62.0,100,60,-1
39024,2,2019,2542564,86.89999999999999,96,46,83
80742,1,2008,2667748,73.4,79,72,-1
71634,2,2003,3872352,75.0,75,42,75
80446,1,2001,3704145,76.0,69,83,-1
61143,2,2005,5956531,64.39999999999999,91,53,-1
64296,2,2011,4927956,74.0,88,40,74
52012,2,2007,9332251,71.80000000000001,74,50,70
21323,2,2007,9449516,87.69999999999999,82,88,-1
37396,2,2012,5058358,76.60000000000001,67,79,-1
99929,2,2020,6548677,71.6,78,70,-1
76167,1,2006,6964762,89.4,71,59,94
58606,2,2008,5968981,66.94999999999999,85,40,66
16321,2,2017,2854236,77.65,87,70,-1
21192,2,2017,8566038,75.65,62,83,-1
58088,2,2010,8030661,67.75,70,67,-1
15282,1,2006,9599360,63.400000000000006,81,59,-1
81445,2,2017,5448518,58.849999999999994,92,49,53
10892,2,2005,4063086,92.5,87,97,-1
21591,1,2016,7027817,70.4,86,60,-1
38064,2,2000,9233438,51.75,85,45,50
92623,2,2005,3557627,74.75,91,66,-1
78834,2,2019,1097486,77.0,66,86,-1
45413,2,2000,7956671,60.5,93,43,-1
58088,1,2004,5249247,81.6,100,55,77
84976,2,2016,3047244,69.0,69,42,69
86070,2,2007,6324547,85.25,81,86,-1
96765,2,2007,3569313,60.2,89,57,-1
60330,2,2007,3132371,83.89999999999999,82,84,-1
73747,1,2002,8132516,64.7,66,45,64
86070,2,2007,3644922,85.8,79,87,-1
52012,2,2007,8380494,89.80000000000001,81,45,97
79651,1,2000,2254821,86.20000000000002,83,87,-1
90944,1,2009,4643170,72.0,88,40,72
96765,1,2009,4625664,94.5,72,97,-1
37060,1,2003,5022054,86.39999999999999,72,96,-1
67380,1,2001,8671174,72.0,66,44,76
21323,2,2007,3731108,93.0,93,93,-1
25826,1,2017,7789141,78.64999999999999,91,78,-1
98403,2,2005,8450178,66.0,100,60,-1
81445,1,2013,3996386,63.8,82,43,56
84084,1,2017,3268717,86.4,75,94,-1
20002,2,2010,8771472,81.69999999999999,60,44,91
51050,2,2011,5022054,93.2,94,40,93
31595,1,2010,2397551,85.5,91,80,-1
82459,1,2014,3383775,62.5,63,51,62
29684,2,2020,3438768,92.15,76,95,-1
95578,2,2003,5667574,77.4,99,57,75
99929,1,2001,7523225,80.2,79,81,-1
92016,1,2018,6551045,67.65,99,42,-1
80245,2,2005,9612777,63.0,63,42,63
85553,1,2006,2692464,61.0,62,57,60
47465,2,2019,6418675,97.75,95,100,-1
11017,2,2020,3528110,60.05,83,44,56
80764,1,2009,1915683,63.75,85,60,-1
56867,2,2017,1232577,94.0,82,98,-1
58517,2,2005,9633690,69.0,71,69,-1
47244,1,2007,2343890,65.5,79,64,-1
37713,2,2018,8199607,89.25,85,45,90
14246,2,2012,3946770,70.0,98,42,-1
49990,1,2000,3047244,85.3,61,88,-1
37396,2,2012,5796086,82.80000000000001,86,82,-1
26827,2,2019,6706849,72.6,74,72,-1
21070,2,2015,3903712,97.89999999999999,77,99,-1
62360,2,2003,9535501,76.0,63,89,-1
46361,2,2006,6335164,79.80000000000001,60,62,96
48286,2,2014,6838959,67.2,87,45,65
50623,2,2011,1433683,81.6,93,74,-1
78834,2,2002,7967449,85.3,72,86,-1
99929,1,2001,3557627,79.19999999999999,60,60,92
38064,2,2000,6393481,73.95,73,74,-1
96268,1,2015,6602325,89.0,80,98,-1
10892,2,2005,1595638,74.0,85,65,-1
59395,1,2012,5593833,84.1,89,82,-1
65723,1,2013,1185925,71.8,100,53,-1
47465,2,2016,9148784,77.85000000000001,74,42,81
21192,2,2017,4346708,76.8,82,74,-1
37060,2,2019,1169100,65.85,63,66,-1
37396,2,2012,2138590,93.4,95,46,93
68669,1,2004,7536502,66.19999999999999,97,53,-1
92048,1,2003,9603578,76.5,68,78,-1
80742,2,2014,3010349,96.0,80,96,-1
44919,1,2015,8607479,78.19999999999999,88,74,-1
99327,2,2001,5969230,67.85,62,71,-1
18548,1,2003,7523225,90.2,75,59,91
49990,1,2000,6682420,73.1,92,47,71
44919,1,2015,7042000,69.6,78,66,-1
58606,2,2008,4040374,73.85,90,73,-1
36370,1,2016,7594001,67.0,76,61,-1
76167,1,2006,5974674,68.4,90,63,-1
71634,2,2003,6854830,66.75,84,61,-1
36032,2,2004,4635244,79.69999999999999,65,86,-1
40439,1,2014,2414707,77.25,61,86,-1
67291,1,2006,5437711,71.0,86,66,-1
69221,1,2006,3052609,66.69999999999999,80,66,-1
90432,2,2005,7735706,83.2,92,45,81
58088,2,2010,2810753,87.5,98,84,-1
98403,1,2005,7864387,88.0,98,53,88
62574,2,2017,2363911,97.0,68,97,-1
45463,2,2018,3656886,69.25,64,60,71
34701,1,2013,5372725,89.49999999999999,64,44,94
25603,1,2001,6418055,69.0,97,57,-1
68669,1,2004,3539161,74.69999999999999,88,69,-1
99929,2,2020,7845646,67.80000000000001,87,63,-1
51050,1,2009,6538400,66.95,61,42,68
74059,2,2014,3774981,67.89999999999999,73,67,-1
96339,1,2014,3695149,70.39999999999999,76,68,-1
89786,2,2018,6512564,59.2,80,57,54
48271,1,2001,7408615,74.9,65,53,76
66206,1,2001,4819779,86.6,74,95,-1
